course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,resource_url,title,total_views,type,type_ml,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
2990448,28859967,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2023,28859967,199318853,"6.1800 Spring 2023Lecture #3: Virtual Memoryhow does it work, but more importantly, why does an OS use it?Katrina LaCurts | lacurts@mit.edu | 6.1800 20236.1800 in the newsflhttps:/twitter.com/Cloud areRadar/status/1624982643874865152Katrina LaCurt",4/14/23 9:21,106,00685f0770da4dccc3c367163446e32371c9243b,FALSE,https://www.coursehero.com/file/199318853/s03-longpdf/,s03-long.pdf,4,,,,1.00001E+14,ChancellorWater13858,326,0.012269939,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,140499623,"THE$DESIGN$PHILOSOPHY$OF$THE$DARPA$INTERNET$PROTOCOLS$David$D.$Clark$Massachusetts$Institute$of$Technology$Laboratory$for$Computer$Science$(now$CSAIL)$Cambridge,$Ma.$02139$$$This%paper%was%originally%published%in%1988%in%ACM%SigComm.%Revised,%with",4/5/22 15:30,29,229038103a3a44b7b97b7f25e232162869025ac4,FALSE,https://www.coursehero.com/file/140499623/Rec10-DARPApdf/,Rec10 - DARPA.pdf,7,,Other,,1.00001E+14,GeneralWorldMoose15,700,0.01,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,132920763,"6.033 DP Preliminary Report Assignment, Spring 2022Due: March 18th 2022, 5:00pmLength: 2750 wordsSubmit: On Canvas, as a team; also submit your Change Matrix as a separate assignmentThe preliminary report in 6.033 has several purposes: to provide a fr",2/28/22 18:46,2,565549b5abe230463021d7ecea3311ca59117b1c,FALSE,https://www.coursehero.com/file/132920763/dpprpdf/,dppr.pdf,7,,Assignment,,1.00001E+14,ColonelFang343,736,0.00951087,3/5/24 10:00,
2990448,28859967,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2023,28859967,199318542,"6.1800 Spring 2023Lecture #5: Threadsunderstanding the ""most mysterious code"" in an OSKatrina LaCurts | lacurts@mit.edu | 6.1800 20236.1800 in the newshttps:/www.unicode.org/L2/L2021/21075-heart-emoji-coverage.pdfKatrina LaCurts | lacurts@mit.edu |",4/14/23 9:21,66,aa13961e5ae8a114b605b91cddf3dbab2be561b9,FALSE,https://www.coursehero.com/file/199318542/s05-longpdf/,s05-long.pdf,3,,,,1.00001E+14,ChancellorWater13858,326,0.009202454,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,140499317,"The Google File SystemSanjay Ghemawat, Howard Gobioff, and Shun-Tak LeungGoogleABSTRACT1. INTRODUCTIONWe have designed and implemented the Google File System, a scalable distributed file system for large distributeddata-intensive applications. It p",4/5/22 15:30,15,047b23bf9021ab66e734fa60873f8b3d0641b83c,FALSE,https://www.coursehero.com/file/140499317/Rec14-GFSpdf/,Rec14 - GFS.pdf,6,,Other,,1.00001E+14,GeneralWorldMoose15,700,0.008571429,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,132920332,"6.033 Impact Framework, Spring 2022Based on the Ethical Computing Protocol, created by Abby Everett Jaques and MiloPhillips-BrownPreambleThe 6.033 Impact Framework is based on the Ethical Computing Protocol, created by AbbyEverett Jaques and Milo Phi",2/28/22 18:45,7,80d07dd8bf6972be071b08418f4bf28939b79a6e,TRUE,https://www.coursehero.com/file/132920332/ifpdf/,if.pdf,6,,Notes,,1.00001E+14,ColonelFang343,736,0.008152174,3/5/24 10:00,
2990448,28859967,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2023,28859967,191894074,"Page 1 of 146.033 Spring 2014, Quiz 1Department of Electrical Engineering and Computer ScienceMASSACHUSETTS INSTITUTE OF TECHNOLOGY6.033 Computer Systems Engineering: Spring 2014Quiz IThere are 19 questions and 14 pages in this quiz booklet. Answer ",2/18/23 12:36,14,8606987de9b2722dd58ce38a60868fd8c47be4a5,TRUE,https://www.coursehero.com/file/191894074/q14-1pdf/,q14_1.pdf,3,,,,1.00001E+14,bjyh2004,381,0.007874016,3/5/24 10:00,
2990448,28859967,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2023,28859967,199318306,6.1800 Spring 2023Lecture #2: Namingplus a case-study on DNSKatrina LaCurts | lacurts@mit.edu | 6.1800 20236.1800 in the newsKatrina LaCurts | lacurts@mit.edu | 6.1800 20236.1800 in the newssource: https:/twitter.com/MosquitoCapital/status/159354,4/14/23 9:21,60,17bcc8cdf034b526fa30dd53f23d45124ca7d0d3,FALSE,https://www.coursehero.com/file/199318306/s02-longpdf/,s02-long.pdf,2,,,,1.00001E+14,ChancellorWater13858,326,0.006134969,3/5/24 10:00,
2990448,32642127,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,1,Fall,1,2023,32642127,211952074,"6.033	systems	critique:	preparation	worksheet			Paper		Summary	of	system:	What	is	it?	What	does	it	do?				Does	MapReduce	respond	to	a	previous	system?	What	problem	is	solved	by	MapReduce?		What	are	the	modules	of	the	system?	How	do	th",9/15/23 0:50,3,a5ca681cb598fc6c2e4e521e3558b82c50819c2e,FALSE,https://www.coursehero.com/file/211952074/35980840d44ecd95ad8eec4fda5f3030-MIT6-033S18-Crit2Worksheet-1pdf/,35980840d44ecd95ad8eec4fda5f3030_MIT6_033S18_Crit2Worksheet (1).pdf,1,,Assignment,,1.00001E+14,ProfRhinocerosMaster900,172,0.005813953,3/5/24 10:00,
2990448,32642127,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,1,Fall,1,2023,32642127,211952063,6.033 systems critique: preparation worksheetPaperDNSSummary ofsystem: What is it?What does it do?Does DNS respondto a previoussystem? Whatproblem is solvedby DNS?What are themodules of thesystem? How dothey interact?Design goals (useevide,9/15/23 0:50,4,2a773b0dac04b6be5e7b4ee30fc51f581e7ec2a6,FALSE,https://www.coursehero.com/file/211952063/1795776fcbb70fb120df9c6a06d6c717-MIT6-033S18-Crit1Worksheetpdf/,1795776fcbb70fb120df9c6a06d6c717_MIT6_033S18_Crit1Worksheet.pdf,1,,Assignment,,1.00001E+14,ProfRhinocerosMaster900,172,0.005813953,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,140502040,"The Akamai Network: A Platform for High-PerformanceInternet ApplicationsErik NygrenRamesh K. SitaramanJennifer SunAkamai Technologies, 8 Cambridge Center, Cambridge, MA 02142{nygren, ramesh}@akamai.com, jennifer_sun@post.harvard.eduDepartment of Co",4/5/22 15:30,18,d16bbb92a3fdd8a37e2f35c3237911029f768893,FALSE,https://www.coursehero.com/file/140502040/Rec12-Akamaipdf/,Rec12 - Akamai.pdf,4,,Other,,1.00001E+14,GeneralWorldMoose15,700,0.005714286,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,140499084,"4.4 Case Study: The Internet Domain Name System (DNS) 175The subsystems that address these topics are interesting systems in their own rightand are case studies of managing complexity. Typically, these subsystems are internallystructured as client/serv",4/5/22 15:30,10,3e1e09a1be3d72ee4a724961fc02bcc19a4d9c29,TRUE,https://www.coursehero.com/file/140499084/Rec2-DNSpdf/,Rec2 - DNS.pdf,4,,Notes,,1.00001E+14,GeneralWorldMoose15,700,0.005714286,3/5/24 10:00,
2990448,10173722,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,0,2019,10173722,39839553,6.033 Spring 2019Lecture #8Introduction to Networking6.033 | spring 2019 | lacurts@mit.eduwhat is a network?6.033 | spring 2019 | lacurts@mit.eduwhat is a network?end pointswitchlink6.033 | spring 2019 | lacurts@mit.eduwhat is a network?e,4/4/19 22:37,17,c8860981eced88957f5ea2716947b8da0ecb5082,TRUE,https://www.coursehero.com/file/39839553/s08pdf/,s08.pdf,10,,Slides,,1.00001E+14,plahera,1797,0.00556483,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,140499599,"Resilient Overlay NetworksDavid Andersen, Hari Balakrishnan, Frans Kaashoek, and Robert MorrisMIT Laboratory for Computer Scienceron@nms.lcs.mit.eduhttp:/nms.lcs.mit.edu/ron/AbstractA Resilient Overlay Network (RON) is an architecture that allowsdi",4/5/22 15:30,15,bb830afdeb06018e1d2ddc78f546ba1899ab3312,FALSE,https://www.coursehero.com/file/140499599/Rec9-Overlay-Networkspdf/,Rec9 - Overlay Networks.pdf,3,,Other,,1.00001E+14,GeneralWorldMoose15,700,0.004285714,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,132920540,"6.033 DP Prep Assignment, Spring 2022Due: February 25th, 2022Length: 750-1000 wordsSubmit: On CanvasIntroductionThe DP Prep assignment is the first Design Project deliverable. This assignment is anopportunity for you to engage with the DP Spec and t",2/28/22 18:45,2,3ddcc27bfab60b163b1a469e0c8ab2e6783755ec,FALSE,https://www.coursehero.com/file/132920540/dp-preppdf/,dp_prep.pdf,3,,Assignment,,1.00001E+14,ColonelFang343,736,0.004076087,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,34740628,"6.033 Spring 2018Lecture #18Distributed transactions Multi-site atomicity Two-phase commit16.033 | spring 2018 | Katrina LaCurtsgoal: build reliable systems from unreliable componentsthe abstraction that makes that easier istransactions, which pr",10/11/18 3:17,26,7080f943747ce6cbeaffa9ef550082a701c6e6c3,FALSE,https://www.coursehero.com/file/34740628/MIT6-033S18lec18pdf/,MIT6_033S18lec18.pdf,7,notes,Slides,Notes,1.00001E+14,taliawho,1972,0.003549696,3/5/24 10:00,
2990448,10173722,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,0,2019,10173722,39839539,"6.033 Spring 2019Lecture #10Scalable RoutingPolicy RoutingBGP6.033 | spring 2019 | lacurts@mit.eduInternet of ProblemsHow do we route (and address)scalably, while dealing withissues of policy and economy?BGPHow do we transport datascala",4/4/19 22:37,12,bd281b38b6575f5ee9c14dcd2cfe1cb1e95bfe7d,TRUE,https://www.coursehero.com/file/39839539/s10pdf/,s10.pdf,6,,Slides,,1.00001E+14,plahera,1797,0.003338898,3/5/24 10:00,
2990448,10173722,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,0,2019,10173722,39839518,Department of Electrical Engineering and Computer ScienceMASSACHUSETTS INSTITUTE OF TECHNOLOGY6.033 Computer Systems Engineering: Spring 2016Quiz IThere are 15 questions and ? pages in this quiz booklet. Answer each question according to theinstructi,4/4/19 22:56,13,67dfb8673a64edec48c562caf3fd3fcdf64c9794,TRUE,https://www.coursehero.com/file/39839518/s16-1pdf/,s16_1.pdf,6,,Test,,1.00001E+14,plahera,1797,0.003338898,3/5/24 10:00,
2990448,28859967,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2023,28859967,199318537,"Each 6.1800 lecture will come with an outline. You can fill this in during lecture, after lecture, ornot at all  it's entirely up to you how you use it. The goal of these outlines is to help youunderstand the main points that you should be taking away ",4/14/23 9:21,1,e8fe6ac91849c974dffc43267ce24b40946a2b10,FALSE,https://www.coursehero.com/file/199318537/l04pdf/,l04.pdf,1,,Notes,,1.00001E+14,ChancellorWater13858,326,0.003067485,3/5/24 10:00,
2990448,28859967,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2023,28859967,199318201,"Each 6.1800 lecture will come with an outline. You can fill this in during lecture, after lecture, ornot at all  it's entirely up to you how you use it. The goal of these outlines is to help youunderstand the main points that you should be taking away ",4/14/23 9:21,1,ca860a1718b24068290693e60d92fa215d502e5c,FALSE,https://www.coursehero.com/file/199318201/l02pdf/,l02.pdf,1,,Syllabus,,1.00001E+14,ChancellorWater13858,326,0.003067485,3/5/24 10:00,
2990448,28859967,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2023,28859967,199318094,"Each 6.1800 lecture will come with an outline. You can fill this in during lecture, after lecture, ornot at all  it's entirely up to you how you use it. The goal of these outlines is to help youunderstand the main points that you should be taking away ",4/14/23 9:21,1,17f1787cb5e842d4d935bd6a8fe1b0669fe746bd,FALSE,https://www.coursehero.com/file/199318094/l03pdf/,l03.pdf,1,,Notes,,1.00001E+14,ChancellorWater13858,326,0.003067485,3/5/24 10:00,
2990448,28859967,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2023,28859967,198315126,,4/6/23 15:12,14,5148c0e81911d6efbe5b3fb936446206965e0ff3,FALSE,https://www.coursehero.com/file/198315126/2019-quiz-1pdf/,2019 quiz 1.pdf,1,,,,1.00001E+14,bjyh2004,334,0.002994012,3/5/24 10:00,
2990448,10173722,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,0,2019,10173722,39839557,"6.033 Spring 2019Lecture #2Naming in systemsCase study: DNS6.033 | spring 2019 | lacurts@mit.eduLast Time: Enforced Modularity via Client/Server ModelClientinternetload(kaws.com/buy.html?hands)XServerstate on serverclient	|	UID	|	reply",4/4/19 22:37,30,bbe1f6bd8e827e69a0bf63579b2361bf3b663aba,FALSE,https://www.coursehero.com/file/39839557/s02pdf/,s02.pdf,5,,Slides,,1.00001E+14,plahera,1797,0.002782415,3/5/24 10:00,
2990448,10173722,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,0,2019,10173722,39839529,"6.033 - NamingLecture 2Katrina LaCurts, lacurts@mit.edu1. Previous Lecture/Intro- Complexity limits what we can build- Enforced modularity mitigates complexity- Modularity requires names (how else will modules communicate?)2. Naming in General- Ex",4/4/19 22:37,2,86324cc43731db3b0f296d6b12101fd0d1558c14,FALSE,https://www.coursehero.com/file/39839529/l02pdf/,l02.pdf,4,notes,Notes,Notes,1.00001E+14,plahera,1797,0.002225932,3/5/24 10:00,2nd rnd (2 cat
2990448,10173722,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,0,2019,10173722,39839532,6.033 Spring 2019Lecture #1ComplexityModularity and abstractionEnforced modularity via client/server models6.033 | spring 2019 | lacurts@mit.eduwhat is a system?a set of interconnected components that has anexpected behavior observed at the,4/4/19 22:37,16,2ec54497ab69fa61fe4af25f655e16d0da0d3ce7,TRUE,https://www.coursehero.com/file/39839532/s01pdf/,s01.pdf,3,,Slides,,1.00001E+14,plahera,1797,0.001669449,3/5/24 10:00,
2990448,10173722,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,0,2019,10173722,39839517,"6.033 - Operating Systems: PerformanceLecture 7Katrina LaCurts, lacurts@mit.edu0. Previously- Enforced modularity on a single machine via virtualization- Virtual memory, bounded buffers, threads- Saw monolithic vs. microkernels- Talked about VMs as",4/4/19 22:37,4,6a4016e44b3887c7798d2544f8bdc3fc32b60283,TRUE,https://www.coursehero.com/file/39839517/l07pdf/,l07.pdf,3,notes,Notes,Notes,1.00001E+14,plahera,1797,0.001669449,3/5/24 10:00,
2990448,2990448,Computer System Engineering,33,6,418252,144593,,0,,144593,1105,https://www.coursehero.com/sitemap/schools/1105-Massachusetts-Institute-of-Technology/courses/2990448-6033/,1105,Massachusetts Institute of Technology,3,Spring,1,2014,2990448,140499311,"Eraser: A Dynamic Data Race Detector forMultithreaded ProgramsSTEFAN SAVAGEUniversity of WashingtonMICHAEL BURROWS, GREG NELSON, and PATRICK SOBALVARRODigital Equipment CorporationandTHOMAS ANDERSONUniversity of California at BerkeleyMultithreade",4/5/22 15:30,21,36b302b2022dc45efd0ea765f5370619944a2cfc,FALSE,https://www.coursehero.com/file/140499311/Rec5-Eraserpdf/,Rec5 - Eraser.pdf,1,,Other,,1.00001E+14,GeneralWorldMoose15,700,0.001428571,3/5/24 10:00,
