course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_ml,type_string,user_id,username,final_date,diff_days,avg_views
1722748,4388680,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1722748-CSE110/,4361,Arizona State University,1,Fall,1,2015,4388680,28834601,1.constructor must have the same name as the class name. True2. Constructor does not have a return value.3. All Java classes must contain a main method which is the first method executed when the Java class iscalled upon. False -A Java application cont,3/1/18 18:45,5,11c76e93369599b83dfdd58ebc2a98331ee07823,TRUE,FALSE,https://www.coursehero.com/file/28834601/Final-exam-note-e2docx/,Final exam note e2.docx,397,notes,Assignment,Notes,1.00E+14,jprice5105,3/5/24 10:00,2196,0.180783242
341886,4764755,JAVA,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2015,4764755,12687221,"What does a compiler do? Translates programs written in a high level language into machine codePrimitive data types: byte, short, int, long, char, boolean, float, and doubleString str = new String(""Arizona state university"");char ch1 = str.toLowerCase(",11/16/15 15:20,2,4ff06732d3f03910873b9970936e52f098f08eb3,TRUE,FALSE,https://www.coursehero.com/file/12687221/CSE-110-EXAM-1-CS/,CSE 110 EXAM 1 CS,517,test_prep,Other,Test prep,1.00E+14,dgarv,3/5/24 10:00,3032,0.170514512
1722748,4932696,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1722748-CSE110/,4361,Arizona State University,3,Spring,1,2016,4932696,13214026,Exam #1 Review SolutionsCSE110 - Arizona State University1. What does a compiler do?a. Translates machine instructions to higher level languagesb. Translates programs written in a high level language into machine code.c. Translates user programs to J,1/27/16 0:55,4,62d4b6e510a4acdcb1075e3af79bf75ad0e7034f,TRUE,FALSE,https://www.coursehero.com/file/13214026/Exam-1-Practice-Answers/,Exam 1 Practice Answers,491,test_prep,Test,Test prep,1.00E+14,hsd1821,3/5/24 10:00,2960,0.165878378
341886,2047739,JAVA,110,CSE,356048,1889655,NAVABI,0,NAVABI,1889655,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,4,Summer,1,2014,2047739,16887674,"Lab #6CSE110 - Arizona State UniversityTopics Writing/Testing classes - Chapter 8Coding Guidelines Give identifiers semantic meaning and make them easy to read (examples numStudents, grossPay, etc). Keep identifiers to a reasonably short length. Us",10/17/16 19:30,6,bf0935d7f78988559c4b2fafdb27e00c671b7c37,TRUE,FALSE,https://www.coursehero.com/file/16887674/Lab6/,Lab6,430,lab,Lab,Lab,1.00E+14,sktdd,3/5/24 10:00,2696,0.159495549
1722748,4388680,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1722748-CSE110/,4361,Arizona State University,1,Fall,1,2015,4388680,25755964,"CSE 110: Principles of Programming LanguagesAssignment 6OverviewIn this assignment you will write a program that will model a bank with multiple patrons whoeach have multiple accounts. The user will be able to add and remove patrons, as well as havet",10/14/17 17:37,21,9e592014954bda3e17aff6c55c5e1b217dd0ad11,TRUE,FALSE,https://www.coursehero.com/file/25755964/CSE-110-Assignment-6-Instructionpdf/,CSE 110 Assignment 6 Instruction.pdf,357,notes,Assignment,Notes,1.00E+14,yiyangl6,3/5/24 10:00,2334,0.152956298
341886,2047739,JAVA,110,CSE,356048,1889655,NAVABI,0,NAVABI,1889655,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,4,Summer,1,2014,2047739,14654705,1. (15 points) What is the output from the following program?import java.util.Scanner;public class Exam2 {public static void main (String args){Scanner in = new Scanner (System.in);int num = in.nextInt();for (int loopl = l; loopl &lt;= num; loopl+) {f,6/16/16 3:58,16,5fad03010416c4267e6ce9c346f1fc38e393c82f,FALSE,FALSE,https://www.coursehero.com/file/14654705/Exam2Key/,Exam2Key,417,test_prep,Other,Test prep,1.00E+14,rafakasp,3/5/24 10:00,2819,0.147924796
341886,14811668,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2020,14811668,68228802,CSE 110 - Lab 3Lab TopicsUsing the Scanner Class with input validationGetting familiar with the basic flow control in Java.Input validationProblem Description: Final Weighted Total CalculatorYour task is to design a program which takes 3 user ,9/16/20 17:52,7,cac73d8aa8696d72001f02747cc6530a15470b21,FALSE,FALSE,https://www.coursehero.com/file/68228802/Lab3pdf/,Lab3.pdf,185,lab,Lab,Lab,1.00E+14,AgentMorning885,3/5/24 10:00,1266,0.146129542
341886,4764755,JAVA,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2015,4764755,13485515,"Answers to CSE 110 Exam 3 Review1.What are the indexes for the first and last positions of any array?x[0] x[x.leght-1]2.Immediately after instantiating a new array of primitives (ints, doubles, etc.), what fills the array? What aboutan array of obje",2/22/16 22:39,5,12abc37dcf1d4bc29c9ad426b7ca63d48bad5fba,TRUE,FALSE,https://www.coursehero.com/file/13485515/practice-Exam-3-Solution/,practice-Exam 3-Solution,416,test_prep,Assignment,Test prep,1.00E+14,rocky1995,3/5/24 10:00,2934,0.141785958
341886,4764755,JAVA,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2015,4764755,12687224,"package lab1;import java.util.Scanner;import java.text.DecimalFormat;public class Lab1cfw_private static Scanner in;public static void main(String[] args)cfw_in = new Scanner (System.in);System.out.println(""Enter the score your first test"");int ",11/16/15 15:20,1,ea0c5a1400758b853e869a61a233d3a8ef54b27d,FALSE,FALSE,https://www.coursehero.com/file/12687224/Lab1java/,Lab1.java,422,lab,Code,Lab,1.00E+14,dgarv,3/5/24 10:00,3032,0.139182058
341886,10601658,,110,CSE,356048,2068738,Steven Osburn,0,Steven Osburn,2068738,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2019,10601658,13109941,"Welcome to CSE 110!CSE 110 : Principles of Programming with Java (3)School of Computing, Informatics, and Decision Systems Engineering, ASUClass meeting time: MWF 9:00 AM - 9:50 AM, COOR 170Instructor(s) and Office HoursInstructor: Janaka Balasooriya",1/12/16 21:03,6,8a2f6be04b13573ee77c511553ee7b7d742dcc14,FALSE,FALSE,https://www.coursehero.com/file/13109941/Syllabus-CSE110/,Syllabus-CSE110,402,notes,Syllabus,Notes,1.00E+14,maxpejlo,3/5/24 10:00,2975,0.13512605
341886,4764755,JAVA,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2015,4764755,12687225,import java.util.Scanner;import java.text.DecimalFormat;public class Lab2cfw_ private static Scanner scan;private static double decimalNum;private static DecimalFormat df;public static void main(String[] args)cfw_Scanner scanner = new Scanner (Sys,11/16/15 15:20,1,0242181e7aee8d1bf6059cb6c2c6fb9e85ad5269,FALSE,FALSE,https://www.coursehero.com/file/12687225/Lab2java/,Lab2.java,402,lab,Code,Lab,1.00E+14,dgarv,3/5/24 10:00,3032,0.132585752
341886,2031818,JAVA,110,CSE,356048,486713,Navavbi,0,Navavbi,486713,168,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,3,Spring,1,2012,2031818,9520202,Homework 06oRead Chapter 6 of The Art &amp; Science of JavaTo Turn In1. What does a c,6/13/14 23:41,8,177792e20eaf01e4eba9676268aade2d9b29b5c7,FALSE,FALSE,https://www.coursehero.com/file/9520202/Lab6/,Lab6,462,lab,Syllabus,Lab,1.00E+14,MatrixBob,3/5/24 10:00,3553,0.13003096
341886,4764755,JAVA,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2015,4764755,12698683,"CSE 110 - Lab 1What this Lab Is About:Setting up and using an IDE to run a basic Java Program.Problems Solving, Arithmetic Expressions, Input/OutputGetting input from userStep 0: Setup on a Windows PC using TextPadTextPad is a basic IDE that has all",11/17/15 14:58,5,5683f6a1c4828b2d8b08ebfbce844b86b41fc527,FALSE,FALSE,https://www.coursehero.com/file/12698683/CSE-110-Lab-1/,CSE 110 Lab 1,380,lab,Lab,Lab,1.00E+14,uryonovs,3/5/24 10:00,3031,0.125371165
341886,4764755,JAVA,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2015,4764755,12687222,"Q1. Once we have implemented the solution, we are not done with the problem becauseThe solution may not be the best (most efficient) , The solution may have errors and need testing andfixing before we are done, The solution may, at a later date, need re",11/16/15 15:20,6,91160c362aaa6dcc7993beff9e55db1222184b19,TRUE,FALSE,https://www.coursehero.com/file/12687222/CSE-EXAM-2-study-guide/,CSE EXAM 2 study guide,373,test_prep,Assignment,Test prep,1.00E+14,dgarv,3/5/24 10:00,3032,0.123021108
1722748,5046711,Java,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1722748-CSE110/,4361,Arizona State University,3,Spring,1,2016,5046711,14040257,Exam #2 Review QuestionsCSE110 - Arizona State University1. Which of the following enforces encapsulation?a. Make instance variables privateb. Make methods publicc. Make the class finald. Both a and be. All of the aboveThe answer is d.2. Use the ,4/18/16 15:39,5,3a21f101aa8645148141a82ec2c85cc1b75a11df,TRUE,FALSE,https://www.coursehero.com/file/14040257/Exam2PracticeAnswers/,Exam2PracticeAnswers,339,test_prep,Test,Test prep,1.00E+14,J.Lindsay,3/5/24 10:00,2878,0.117790132
341886,11434909,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2019,11434909,50622371,/*-/ AUTHOR: MADHAV ARUN SHARMA/ FILENAME: assignments/Lab3/ SPECIFICATION: Final Weighted Total Calculator/ FOR: CSE 110- Lab #3/ TIME SPENT: 30 minutes/-*/package assignments;import java.util.Scanner;public class Lab3 {public static void main(S,11/18/19 11:16,2,3f98cf2002fe9f229bc060637fd0c5bd4ffa8de4,FALSE,FALSE,https://www.coursehero.com/file/50622371/Lab3java/,Lab3.java,182,lab,Code,Lab,1.00E+14,madhavs0108,3/5/24 10:00,1569,0.115997451
341886,2047739,JAVA,110,CSE,356048,1889655,NAVABI,0,NAVABI,1889655,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,4,Summer,1,2014,2047739,26316962,"CSE 110 Exam 2 Review GuideReminder: Anything from the book, anything that weve discussed in class, the Labs, and theAssignments are all fair game and can appear on the Exam. You will want to review your classnotes, the assigned reading sections, your ",11/4/17 2:58,4,62048439d675fa67885b15c89a5040c3c4e64d01,FALSE,FALSE,https://www.coursehero.com/file/26316962/CSE-110-Exam-2-Reviewpdf/,CSE 110 Exam 2 Review.pdf,263,notes,Other,Notes,1.00E+14,ChefAntelopeMaster631,3/5/24 10:00,2313,0.113705145
341886,4764755,JAVA,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2015,4764755,12698687,"CSE 110 - Lab 5What this Lab Is About: Working with classesProblem Description: Finding the diameter perimeter and area of a circle using classFor this Lab you have to calculate diameter , perimeter and area of the circle based on the radiusinput giv",11/17/15 14:59,4,612f1ec92c2969917dcf2ad90c0c346e7add4e64,FALSE,FALSE,https://www.coursehero.com/file/12698687/CSE-110-Lab-5/,CSE 110 Lab 5,341,lab,Syllabus,Lab,1.00E+14,uryonovs,3/5/24 10:00,3031,0.112504124
341886,2047739,JAVA,110,CSE,356048,1889655,NAVABI,0,NAVABI,1889655,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,4,Summer,1,2014,2047739,16887593,"Lab #5CSE110 - Arizona State UniversityTopics ClassesCoding Guidelines Give identifiers semantic meaning and make them easy to read (examples numStudents, grossPay, etc). Keep identifiers to a reasonably short length. Use upper case for constants. ",10/17/16 19:26,5,022a875b2fc71e61ade999f610e7d911d11f3b8e,FALSE,FALSE,https://www.coursehero.com/file/16887593/Lab5/,Lab5,303,lab,Syllabus,Lab,1.00E+14,sktdd,3/5/24 10:00,2696,0.112388724
1722748,2013598,Java,110,CSE,356048,481594,RubioMedrano,0,RubioMedrano,481594,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1722748-CSE110/,4361,Arizona State University,1,Fall,1,2013,2013598,9432100,CSE 110 Fall 2013 Midterm II Practice QuestionsLast Name_First Name _ASU ID_Lab_1. Consider the following class definition.public class Cylindercfw_private double baseRadius;private double height;private static int cylinders = 0;public Cylinder (),5/28/14 14:34,7,652787ab122202d850e6cdcb16fd2e2d92a5d2b3,TRUE,FALSE,https://www.coursehero.com/file/9432100/CSE-110PracticeExam2/,CSE 110PracticeExam2,385,test_prep,Lab,Test prep,1.00E+14,HLzxcv,3/5/24 10:00,3569,0.107873354
341886,11434909,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2019,11434909,49568100,Last Name (print) _ First Name _Class meets at: 10:45AMForm 1Please READ this before you start.You are allowed to use a calculator and one sheet of notes. You are to complete all questions on your own. Anyonecaught cheating on this exam will receive a,10/31/19 18:17,8,ebb8eaa028fce6e9e25485a6c66f3e695e8066b2,TRUE,FALSE,https://www.coursehero.com/file/49568100/Exam2part1pdf/,Exam2.part1.pdf,171,test_prep,Test,Test prep,1.00E+14,Samruai12,3/5/24 10:00,1587,0.107750473
341886,2047739,JAVA,110,CSE,356048,1889655,NAVABI,0,NAVABI,1889655,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,4,Summer,1,2014,2047739,16436380,"/*/Filename: Geek.java/Specifications:/For:CSE 110- Assignment 5/Time Spent: 2 hours/*public class Geekcfw_/instance variablesprivate String name;private static int numQuestions;/Constructorpublic Geek(String name, int numQuestions)cfw_name ",9/30/16 23:12,2,809e8016fb108b526314f4a1410bbc90140ccf62,FALSE,FALSE,https://www.coursehero.com/file/16436380/Geekjava/,Geek.java,287,lab,Code,Lab,1.00E+14,captawesome101,3/5/24 10:00,2713,0.105786952
341886,4764755,JAVA,110,CSE,356048,351620,,0,,351620,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2015,4764755,12687552,"CSE 110Fall 2015LastName _FirstName_Class Time_Class Activity 10Maximum Points:10Question 1: True/False_False_1) A class must always contain a constructor, accessor methods and toString() method._False_2) Return statement in the following method ca",11/16/15 16:13,2,f250fd46c8ddb8e62c59069ca4191f2c8dac8049,TRUE,FALSE,https://www.coursehero.com/file/12687552/Class-Activity-10-Solution/,Class Activity 10 Solution,317,notes,Assignment,Notes,1.00E+14,uryonovs,3/5/24 10:00,3032,0.104551451
341886,9640948,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,3,Spring,1,2019,9640948,38683677,"/ AUTHOR: Junqing Peng/ FILENAME: lab1.java/ SPECIFICATION: lab 1/ FOR: CSE 110- Lab #1/ TIME SPENT: 30min/-import java.util.Scanner;public class Lab1{public static void main(String args) {int NUM_TESTS = 3;System.out.print(""Enter the score on th",3/6/19 14:56,1,bfd25d41123a798af947c3994023b4b8d745e047,FALSE,FALSE,https://www.coursehero.com/file/38683677/Lab1java/,Lab1.java,174,lab,Code,Lab,1.00E+14,jpeng41,3/5/24 10:00,1826,0.095290252
341886,2047739,JAVA,110,CSE,356048,1889655,NAVABI,0,NAVABI,1889655,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,4,Summer,1,2014,2047739,30990081,"Lab #8CSE110 - Arizona State UniversityTopics Basic arraysCoding Guidelines Give identifiers semantic meaning and make them easy to read (examples numStudents, grossPay, etc). Keep identifiers to a reasonably short length. Use upper case for consta",5/15/18 10:45,5,488a0dd59158ed9f69853aacabd2849f427831f7,FALSE,FALSE,https://www.coursehero.com/file/30990081/Lab8-newpdf/,Lab8_new.pdf,202,lab,Notes,Lab,1.00E+14,dehmoobed,3/5/24 10:00,2121,0.095238095
1722748,4388680,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/1722748-CSE110/,4361,Arizona State University,1,Fall,1,2015,4388680,19305187,/-/Name:/Filename: Lab7.java/Specification:/For: CSE 110 - Lab 7/Time Spent:/-/PART 1import java.util.Scanner;public class Lab7cfw_public static void main(String[] args)cfw_final int SIZE = 5;Scanner in = new Scanner(System.in);int[] sizeArra,1/29/17 8:45,2,5bd4078f13d612e906f50119a406d076199db292,FALSE,FALSE,https://www.coursehero.com/file/19305187/Lab7java/,Lab7.java,241,lab,Code,Lab,1.00E+14,Just.Ducky,3/5/24 10:00,2592,0.092978395
341886,14811668,Java,110,CSE,356048,485970,youshi,0,youshi,485970,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2020,14811668,74833521,import java.util.Scanner;/*-/AUTHOR: Hussain Almohsin/FILENAME: Lab6.Java/SPECIFICATION:a program that can help the user key in the records (includinggroup # and grade)./FOR: CSE 110-Lab#6/TIME SPENT: / 1hour-*/public class lab6 {public static vo,11/30/20 10:13,1,31720f66fef45646aeafea0b30c33bab505060b2,TRUE,FALSE,https://www.coursehero.com/file/74833521/lab6java/,lab6.java,110,lab,Code,Lab,1.00E+14,gjxgdh,3/5/24 10:00,1191,0.092359362
341886,1540498,Prin Of Programming With Java,110,CSE,356048,1885299,Balasooriya,0,Balasooriya,1885299,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,3,Spring,1,2012,1540498,7405627,,1/11/13 17:10,2,d6bb6751ecbde657ab0444db86c0ef85d07f36fd,FALSE,FALSE,https://www.coursehero.com/file/7405627/CheatSheet/,CheatSheet,372,notes,Other,Notes,1.00E+14,mko1991,3/5/24 10:00,4071,0.09137804
341886,8914596,JAVA,110,CSE,356048,467722,Kim,0,Kim,467722,4361,,https://www.coursehero.com/sitemap/schools/4361-Arizona-State-University/courses/341886-CSE110/,4361,Arizona State University,1,Fall,1,2018,8914596,38645363,Lab #7CSE 110: Principles of ProgrammingArizona State UniversityLab Author: GHAITH SALMANTopics Classes and objects Getter methods that return value. Setter methods that take arguments and set the state of an objectLab 7 - Get and Set Methods1,3/5/19 23:00,2,2fb24bb551dbb855f49ae6dd82097c1fac62378b,FALSE,FALSE,https://www.coursehero.com/file/38645363/Lab71pdf/,Lab7(1).pdf,166,test_prep,Notes,Test prep,1.00E+14,MagistrateJellyfish3717,3/5/24 10:00,1827,0.090859332
