course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_string,user_id,username,final_date,diff_days,avg_views
5061224,5151027,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/5061224-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2016,5151027,14247966,"CS 374 Lab 25: More NP-CompletenessDate: April 27, 2016.Proving that a problem X is NP-hard requires several steps: Choose a problem Y that you already know is NP-hard. Describe a reduction f from Y to X, i.e., given input w for problem Y , f (w) is a",5/6/16 23:46,3,cd9b9b0cf9b5dba9655483dfffd0c6ef38a49739,TRUE,FALSE,https://www.coursehero.com/file/14247966/lab25Sol/,lab25Sol,598,lab,Lab,1.00E+14,FenglingW,3/5/24 10:00,2860,0.209090909
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,10857272,"CS 3741.Midterm 1 (Version A) SolutionsFall 2014(a) If 2 + 2 = 5, then Jeff is the Queen of England.TrueFalseI dont knowSolution: The implication p q is logically equivalent to p q. The premise (2 + 2 = 5) isfalse, so the implication is true, whe",2/28/15 16:29,6,166bd9ad7796120c645e1d10635f96d231b3e765,TRUE,FALSE,https://www.coursehero.com/file/10857272/midterm1a-sol/,midterm1a-sol,658,test_prep,Test prep,1.00E+14,banjopuppet,3/5/24 10:00,3293,0.199817795
4426565,4953738,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2016,4953738,14042378,"AlgorithmsLecture : Dynamic Programming [Fa]Those who cannot remember the past are doomed to repeat it. George Santayana, The Life of Reason, Book I:Introduction and Reason in Common Sense (1905)The 1950s were not good years for mathematical research",4/18/16 19:26,38,88dd2109151b72f3d75ab9e4ca602c1fc302aaa6,TRUE,FALSE,https://www.coursehero.com/file/14042378/05-dynprog/,05-dynprog,572,notes,Notes,1.00E+14,dyjhhh,3/5/24 10:00,2878,0.198749131
4426565,4433663,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2014,4433663,10906472,"CS 3741.Final Exam Solutions (Version B)Fall 2014(a) Which of the following statements is true for every language L cfw_0, 1 ?YesXNoL is non-empty. is a subset of cfw_0, 1 .XYesNoL is decidable or L is innite (or both).Every nite language is",3/6/15 21:13,10,af905da4ba17cb11e950a8489e8114143bbbd9ef,TRUE,FALSE,https://www.coursehero.com/file/10906472/finalBsol/,finalBsol,651,test_prep,Test prep,1.00E+14,dsadadsas,3/5/24 10:00,3287,0.198052936
4426565,4433663,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2014,4433663,10906485,CS 374Midterm 2 SolutionsSpring 20141. Clearly indicate the four indicated spanning trees of the same undirected edge-weighted graph.Solution:55ss71411141013105468111(c) The minimum spanning tree.(unique)1329111372951214,3/6/15 21:15,8,1bc87ba26f6bb5234f998510541035bb25834142,TRUE,FALSE,https://www.coursehero.com/file/10906485/midterm2sol/,midterm2sol,631,test_prep,Test prep,1.00E+14,dsadadsas,3/5/24 10:00,3287,0.19196836
5061224,5061224,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/5061224-CS374/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2014,5061224,36453053,"Fall 2016 CS 374 Final Exam NoteXiaoyan Wang- The set of all programs is countable, the set of all problems is uncountable.- P computes F is for every x, P(x) output F(x) and halts.- Strings (definition: 1) empty string, 2) ax, where a is an element o",12/13/18 16:27,4,487f21030a610688f311cc4f5640aca679feb024,TRUE,FALSE,https://www.coursehero.com/file/36453053/374-final-cheat-sheetpdf/,374 final cheat sheet.pdf,365,test_prep,Test prep,1.00E+14,shootforthemoon4,3/5/24 10:00,1909,0.191199581
4426565,4953738,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2016,4953738,13450532,"CS 374 Fall 2015 Final Exam Solutions1Multiple Choice (20 points)In each of the problems below, use check marks to select one or more choices as directed. Except for therst problem, each option fetches one point if it is correctly selected/not selecte",2/21/16 16:00,11,7b9c2b73f018d0b06ece9b9710c5fbf014f20fb8,TRUE,FALSE,https://www.coursehero.com/file/13450532/fall-2015-final-exam-solutions/,fall_2015_final-exam-solutions,555,test_prep,Test prep,1.00E+14,zhby99,3/5/24 10:00,2935,0.189097104
4426565,4953738,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2016,4953738,13450534,CS 374 Fall 2015 Midterm 2 Solutions1Short Questions (15 pts)(a) (5 pts) Give an asymptotically tight solution to the following recurrence.T (n) = T (7n/8) + T (n/8) + nfor n &gt; 8 and T (n) = 1 for 1 n 8.Solution: (n log n).Rubric: 5 points for a co,2/21/16 16:00,9,e988798e4ecfa680dd856242481433cc81338814,TRUE,FALSE,https://www.coursehero.com/file/13450534/fall-2015-midterm-2-solutions-w-rubrics/,fall_2015_midterm-2-solutions-w-rubrics,528,test_prep,Test prep,1.00E+14,zhby99,3/5/24 10:00,2935,0.179897785
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,11105763,"AlgorithmsLecture 1: Recursion [Fa14]The control of a large force is the same principle as the control of a few men:it is merely a question of dividing up their numbers. Sun Zi, The Art of War (c. 400 C.E.), translated by Lionel Giles (1910)Our life ",4/1/15 11:26,26,b9f9f5687f8a12c426b246568cb0f699efd0a107,TRUE,FALSE,https://www.coursehero.com/file/11105763/11-recursion/,11-recursion,585,notes,Notes,1.00E+14,hkim0321,3/5/24 10:00,3261,0.179392824
4426565,4959480,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2014,4959480,13287040,"CS 3741.Final Exam Solutions (Version A)Fall 2014(a) Which of the following statements is true for every language L cfw_0, 1 ?YesXNoL is non-empty. is a subset of cfw_0, 1 .XYesNoL is decidable or L is innite (or both).Every nite language is",2/3/16 18:53,10,29b86ab1a1db32e8a289d56e57b7cf85105b1b9c,TRUE,FALSE,https://www.coursehero.com/file/13287040/finalAsol/,finalAsol,494,test_prep,Test prep,1.00E+14,mmly2,3/5/24 10:00,2953,0.167287504
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,16511796,"CS 374 Fall 2015 Final Exam Solutions1Multiple Choice (20 points)In each of the problems below, use check marks to select one or more choices as directed. Except for thefirst problem, each option fetches one point if it is correctly selected/not selec",10/3/16 19:49,11,7ff6bbcf5fc6e8821b4bca05c1d6333a325c8f62,TRUE,FALSE,https://www.coursehero.com/file/16511796/final-exam-solutions/,final-exam-solutions,398,test_prep,Test prep,1.00E+14,ghostcat,3/5/24 10:00,2710,0.146863469
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,11105764,"AlgorithmsLecture 18: Basic Graph Algorithms [Fa14]Thus you see, most noble Sir, how this type of solution bears little relationship tomathematics, and I do not understand why you expect a mathematician to produce it,rather than anyone else, for the s",4/1/15 11:26,14,d0efdbc3df071e1430ee231d6e37456e87e7f4d2,TRUE,FALSE,https://www.coursehero.com/file/11105764/08-graphs/,08-graphs,474,lecture,Lecture Slides,1.00E+14,hkim0321,3/5/24 10:00,3261,0.145354186
4426565,4953738,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2016,4953738,14042377,"AlgorithmsLecture : Recursion [Fa]The control of a large force is the same principle as the control of a few men:it is merely a question of dividing up their numbers. Sun Zi, The Art of War (c. 400 C.E.), translated by Lionel Giles (1910)Our life is ",4/18/16 19:26,26,25e5146288abcfef82bedadeb82a547e319c805c,FALSE,FALSE,https://www.coursehero.com/file/14042377/01-recursion/,01-recursion,412,notes,Notes,1.00E+14,dyjhhh,3/5/24 10:00,2878,0.143154969
4426565,4738752,Algorithms,374,CS,4513,253883,CHANDRACHEKURI,0,CHANDRACHEKURI,253883,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2015,4738752,12961062,"CS 374: Algorithms &amp; Models of Computation,Fall 2015Graph SearchLecture 14October 13, 2015Chandra &amp; Manoj (UIUC)CS3741Fall 20151 / 45Part IGraph BasicsChandra &amp; Manoj (UIUC)CS3742Fall 20152 / 45Why Graphs?1234Graphs help model networ",12/12/15 18:16,70,f1c37a7562d4a139fde8c81b6ac46a28d92ed613,TRUE,FALSE,https://www.coursehero.com/file/12961062/14-graphs-search/,14-graphs-search,425,notes,Notes,1.00E+14,jcross0204,3/5/24 10:00,3006,0.141383899
4426565,4738752,Algorithms,374,CS,4513,253883,CHANDRACHEKURI,0,CHANDRACHEKURI,253883,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2015,4738752,12685224,"CS 374 Fall 2015 Midterm 1 Solutions1True/FalseFor each statement, check the selection True if the statement is necessarily true, and False otherwise.There is no penalty for incorrect answers. Answers ambiguously marked will be marked wrong.(a) If L1",11/16/15 12:30,11,3640eb939c909b6665b1f05bd0a5c80b7572293b,TRUE,FALSE,https://www.coursehero.com/file/12685224/midterm-1-sol-with-rubrics/,midterm-1-sol-with-rubrics,392,test_prep,Test prep,1.00E+14,QingkangZ,3/5/24 10:00,3032,0.129287599
4426565,28302373,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2023,28302373,194007423,ECE 374 BHomework TSpring 20231. Give the recursive definition of the following languages. For both of these you shouldconcisely explain why your solution is correct.(a) A language LA that contains all palindrome strings using some arbitrary alphabet,3/5/23 22:26,6,59dd64c5d8c697b4803086c2de62fac8478600ef,TRUE,FALSE,https://www.coursehero.com/file/194007423/hw1-solpdf/,hw1_sol.pdf,47,,,1.00E+14,JusticeRiver7881,3/5/24 10:00,366,0.128415301
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,20963040,"CS 3741.Midterm 1 (Version A) SolutionsFall 2014(a) If 2 + 2 = 5, then Jeff is the Queen of England.TrueFalseI dont knowSolution: The implication p ! q is logically equivalent to p _ q. The premise (2 + 2 = 5) isfalse, so the implication is true,",3/10/17 10:48,6,d195cfde43b16ac2b624a4bb697fcea59f5382b1,TRUE,FALSE,https://www.coursehero.com/file/20963040/midterm1a-sol/,midterm1a-sol,315,test_prep,Test prep,1.00E+14,walisssss,3/5/24 10:00,2552,0.123432602
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,22543188,"CS/ECE Midterm Study QuestionsFall This is a core dump of potential questions for Midterm . This should give you a good ideaof the types of questions that we will ask on the exam, but the actual exam questions may or maynot appear in this handout. Th",5/3/17 8:11,17,2e664d1ca059e12c794036e0c22343c2854925b5,TRUE,FALSE,https://www.coursehero.com/file/22543188/midterm2-fodder/,midterm2-fodder,295,test_prep,Test prep,1.00E+14,walisssss,3/5/24 10:00,2498,0.118094476
4426565,4953738,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2016,4953738,19976248,"CS 374: Algorithms and Models of Computation, Spring 2014Final Exam May 9, 2014Name:NetID:#Score123456TotalMax20101010101070Grader Dont panic! Please print your name and your NetID in the boxes above. This is a closed-book, closed-",2/16/17 13:08,12,b41a6969298d2f558eb97e84706be396dd07f0af,TRUE,FALSE,https://www.coursehero.com/file/19976248/final/,final,300,test_prep,Test prep,1.00E+14,haitips,3/5/24 10:00,2574,0.116550117
4426565,28302373,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2023,28302373,194007884,ECE 374 BHomework 3Spring 20231. In a previous lab/homework we talked about a new machine called a finite-state transducer(FST). The special part thing about this type of machine is that it gives an output on thetransition instead of the state that i,3/5/23 22:28,11,428733fb34cd8fdebaef1854d883433964da0a91,TRUE,FALSE,https://www.coursehero.com/file/194007884/hw3-solpdf/,hw3_sol.pdf,41,,,1.00E+14,JusticeRiver7881,3/5/24 10:00,366,0.112021858
4426565,4433663,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2014,4433663,10906473,"CS 374Midterm 1 Study QuestionsFall 2014This is a core dump of potential questions for Midterm 1. This should give you a good idea ofthe types of questions that we will ask on the examin particular, there will be a series of True/Falsequestionsbut th",3/6/15 21:13,12,fc38f441d1b2dcf6ed6b5b28c960abf0e813aee8,TRUE,FALSE,https://www.coursehero.com/file/10906473/midterm1-fodder/,midterm1-fodder,365,test_prep,Test prep,1.00E+14,dsadadsas,3/5/24 10:00,3287,0.111043505
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,27964987,"Divide and Conquer1.2.3.1.2.3.MergeSort O(nlogn)1. n/2 2., 1 3. 1 n/2Find maximum sized independent set in G.NPC. O(2^n)Find longest incresing subsequenceQuick Sort O(nlogn)/O(n^2)1. x A  x Al x ArAL AR  A 2. AL AR  1 Binary Searc",1/27/18 20:25,4,fdb9a733456afc4bdcb947bb3d7284347ffcf062,FALSE,FALSE,https://www.coursehero.com/file/27964987/cs-374-final-cheat-sheetdocx/,cs 374 final cheat sheet.docx,232,test_prep,Test prep,1.00E+14,Haibarai,3/5/24 10:00,2229,0.104082548
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,197371731,1.(@) Aaron and Alex decided to host a party for the CAs at Aaron's place. Yulie knewthat Aaron likes empanadas and decided to buy them at one of the many places thatsell them in Champaign (lucky for us!) on her way from her place to Aaron's place.Let,3/30/23 2:22,1,2adef9fefd4b3f5b1bb52e8f978c109a756b6634,TRUE,FALSE,https://www.coursehero.com/file/197371731/HW9-1PNG/,HW9_1.PNG,33,assessment,Assessment,1.00E+14,stemuserelementary,3/5/24 10:00,341,0.096774194
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,22702037,"CS 374 Fall 2015 Final Exam Solutions1Multiple Choice (20 points)In each of the problems below, use check marks to select one or more choices as directed. Except for thefirst problem, each option fetches one point if it is correctly selected/not selec",5/9/17 1:56,11,b16c61fbf621ea06353c939048ea875d475b14d2,TRUE,FALSE,https://www.coursehero.com/file/22702037/Fall2015-Final-Exam-Solutions/,Fall2015_Final_Exam_Solutions,238,test_prep,Test prep,1.00E+14,surajsinha,3/5/24 10:00,2492,0.095505618
5061224,5061224,Algorithms,374,CS,4513,142608,,0,,142608,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/5061224-CS374/,779,"University of Illinois, Urbana Champaign",1,Fall,1,2014,5061224,31104828,"CS 374 Section B: Algorithms and Models of Computation,Spring 2018Midterm 2 April 9, 2018Gradescope Name:Gradescope Email: SOLUTIONS Please clearly PRINT your Gradescope name and (Gradescope) email in the boxes above. This is a closed-book, closed-n",5/20/18 17:57,8,d236aed04c9ef9da4a384b2527eb340f784d9267,TRUE,FALSE,https://www.coursehero.com/file/31104828/midterm2solpdf/,midterm2sol.pdf,200,test_prep,Test prep,1.00E+14,JackD82,3/5/24 10:00,2116,0.094517958
4426565,4426565,Algorithms,374,CS,4513,1910352,"Pitt,L",0,"Pitt,L",1910352,779,,https://www.coursehero.com/sitemap/schools/779-University-of-Illinois-Urbana-Champaign/courses/4426565-CS374/,779,"University of Illinois, Urbana Champaign",3,Spring,1,2015,4426565,19476284,FinalNote: THIS DOCUMENT IS ONLY FOR THE QUESTIONS ON NP Hardness ANDUNDECIDABILITY. You can go to the study guides for previous midterms fordiscussions on them.Midterm 1 Study Guide: hereMidterm 2 Study Guide: hereRULES:1. If something is unanswe,2/2/17 1:06,16,87dfd7cee10c85514a11579ab7c89258f96bcc73,TRUE,FALSE,https://www.coursehero.com/file/19476284/CS374-Final-Study-Guide/,CS374 Final Study Guide,234,test_prep,Test prep,1.00E+14,heliconia,3/5/24 10:00,2588,0.090417311
