course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.professor.teacher_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,is_featured,resource_url,title,total_views,type,type_string,user_id,username
19102671,31232216,,242,EE,4251,2001234,professor_unknown,0,professor_unknown,2001234,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/19102671-EE242/,2505,University of Washington,4,Summer,0,2023,31232216,205612650,"EE 242 Lab 2University of Washington - ECE DepartmentEE242 Lab 2 - ConvolutionBackground MaterialIn this lab, we will implement convolution on the computer for time signals and images. You'lllearn different packages for easily implementing convolutio",2023-06-08 09:03:18,4,74c21bf4f6076381084bb845b41d66c1758ac5e1,False,False,https://www.coursehero.com/file/205612650/Lab2-backgroundpdf/,Lab2-background.pdf,3,,,100000868347631,LieutenantMandrill3450
903471,31232206,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,4,Summer,0,2023,31232206,205612480,EE 271 Lab 5By - Michael NetsereabTA: Rafka DaouDate of the demo: 05/06/2022Time of the demo: 9:30 am - 9:40 amHours to complete lab: 10 Hrs.2 hours spent reading the instructions and figuring out the state diagram:5 hours spent writing up th,2023-06-08 08:59:28,4,86408f6bb17713ad7fd01203ae265a43e4530456,False,False,https://www.coursehero.com/file/205612480/Lab5-Reportpdf/,Lab5 Report.pdf,0,,,100000868347631,LieutenantMandrill3450
903471,31232206,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,4,Summer,0,2023,31232206,205612415,EE 271 Lab 6By - Michael NetsereabTA: Rafka DaouDate of the demo: 05/20/2022Time of the demo: 9:30 am - 9:40 amHours to complete lab: 15 Hrs.5 hours spent reading the instructions and figuring out the state diagram foreach module.5 hours spe,2023-06-08 08:59:28,7,50b6dbc737d021dddfaa2e038bcb47faff239e2d,False,False,https://www.coursehero.com/file/205612415/lab6Reportpdf/,lab6Report.pdf,1,,,100000868347631,LieutenantMandrill3450
903471,31232206,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,4,Summer,0,2023,31232206,205612403,EE 271 Lab 7By - Michael NetsereabTA: Rafka DaouDate of the demo: 05/27/2022Time of the demo: 9:30 am - 9:40 amHours to complete lab: 24 Hrs.5 hours spent reading the instructions and figuring out the state diagram foreach module.14 hours spen,2023-06-08 08:59:26,14,ede9b82e58d9f029dc27b6280df3f30afbe0db20,False,False,https://www.coursehero.com/file/205612403/lab7reportdocx/,lab7report.docx,0,,,100000868347631,LieutenantMandrill3450
903471,31232206,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,4,Summer,0,2023,31232206,205612390,"1Final Project: FroggerMichael NetsereabDepartment of Electrical Engineering, University of WashingtonEE 271: Digital Circuits and SystemsProfessor Denise WilsonJune 05, 20222Design Problem:A frogger game will be designed for a single player to ",2023-06-08 08:59:27,15,f22c85a82ace406489b8b733e6236d19b3e671c5,False,False,https://www.coursehero.com/file/205612390/LabReport-Final-Project-Frogger-docx/,LabReport-Final Project-Frogger .docx,3,,,100000868347631,LieutenantMandrill3450
19102671,31232216,,242,EE,4251,2001234,professor_unknown,0,professor_unknown,2001234,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/19102671-EE242/,2505,University of Washington,4,Summer,0,2023,31232216,205612281,,2023-06-08 08:59:29,4,9637032c563c17e0d62d86d360d0714e51ee356a,False,False,https://www.coursehero.com/file/205612281/Hw7pdf/,Hw7.pdf,0,,,100000868347631,LieutenantMandrill3450
19102671,31232216,,242,EE,4251,2001234,professor_unknown,0,professor_unknown,2001234,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/19102671-EE242/,2505,University of Washington,4,Summer,0,2023,31232216,205612209,"EE 242 Lab 2University of Washington ECE DepartmentEE 242 Lab 2 - ConvolutionIn this lab, we will implement convolution on the computer to find responses of an LTI system todifferent signals. In particular, we will look at convolving simple discrete-t",2023-06-08 09:00:07,5,efeb97c9d22eca8608f74a8f06488e51e92879ef,False,False,https://www.coursehero.com/file/205612209/Lab2pdf/,Lab2.pdf,1,,,100000868347631,LieutenantMandrill3450
19102671,31232216,,242,EE,4251,2001234,professor_unknown,0,professor_unknown,2001234,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/19102671-EE242/,2505,University of Washington,4,Summer,0,2023,31232216,205612180,HW6:I/a)EF(o(t) 1Y(t)=F(20(t 3)+j0(3)22(1) e==-F(0(t)-X(w)-&gt;eseiw3=2e53020(i + 3) 204 3)++=I==F(20ft 3) 2(1)(x()c0odt 1e2ej3w2++-essw(0s(3w)=/X(w)/-6)se(t)(=)x(t)2=48sin(2z)-cos t2=-M Isin(2t)--Eco,2023-06-08 09:00:12,7,f46a2b763315b259e226c2a3020b6b04640aebba,False,False,https://www.coursehero.com/file/205612180/Hw-242pdf/,Hw_242.pdf,1,,,100000868347631,LieutenantMandrill3450
19102671,31232216,,242,EE,4251,2001234,professor_unknown,0,professor_unknown,2001234,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/19102671-EE242/,2505,University of Washington,4,Summer,0,2023,31232216,205612100,Problem 2Consider a system whose step response is given by + 1 if  1  &lt; 0() = { + 1 if 0   10otherwise(a) First find the impulse response () of the system . Recall therelationship between () and ().[5](b) Find the output of the system for ,2023-06-08 09:00:09,3,d1ee8c1a16254805d2e2cecd2305a02d601584f8,False,False,https://www.coursehero.com/file/205612100/PDF-documentpdf/,PDF_document.pdf,2,,,100000868347631,LieutenantMandrill3450
19102671,31232216,,242,EE,4251,2001234,professor_unknown,0,professor_unknown,2001234,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/19102671-EE242/,2505,University of Washington,4,Summer,0,2023,31232216,205612094,"In class assignment 4Islam NurdinEE242Lecture 32Filters are a useful tool for manipulating signal frequencies. They allow you to removeunwanted frequencies while allowing the desired ones to pass through. Different typesof filters, like low-pass, hi",2023-06-08 09:00:07,2,14c5fd88a056d9ee97c8c829f44d53c94d9f83f8,False,False,https://www.coursehero.com/file/205612094/In-class-assignment-4pdf/,In class assignment 4.pdf,3,,,100000868347631,LieutenantMandrill3450
1597850,31122309,Intro to EE,EE 215,EE,4251,359376,LeoLam,0,LeoLam,359376,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/1597850-EEEE-215/,2505,University of Washington,4,Summer,0,2023,31122309,205187465,"Lab 1 Report: Nodal Analysis and Thevenin EquivalentsEE 215 Sp23Names: Stella Shen, Zach Wittgens, Mihir Pathak, Aaryan ShahSection: AEPROCEDURE 1  Continuity Check 5 ptsa. (2 pts) Measure and record the resistance between two holes in a row of 5 c",2023-06-03 21:31:08,10,a70fa09e7cd7df17f9e05a58a8a2c6b48159bc5b,True,False,https://www.coursehero.com/file/205187465/Lab-1-1pdf/,Lab 1 (1).pdf,1,,,100000762504733,shenyeelu
30941548,30941548,215A,215A,EE,4251,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/30941548-EE215A/,2505,University of Washington,3,Spring,0,2023,30941548,204044224,"215AEE215A: Fundamentals of Electrical EngineeringLaboratory 3Page 1EE 215A - Laboratory 3 - Operational Amplifiers (Op Amps)AuthorsC. Ramon, R.D. Christie, K.F. BhringerObjectivesAt the end of this lab, you will be able to:Construct and t",2023-05-22 19:55:51,10,ba2eccc32562e8d88dbbe4535b1fb11aa7663f90,True,False,https://www.coursehero.com/file/204044224/Lab-3-57-Op-Amp-Circuits-Reportpdf/,Lab 3 (5.7 Op-Amp Circuits) + Report.pdf,4,,,100000775576540,Shabanger
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202946352,"-6a)crockperiod deleyoflongest5x 1.25=T6.25 + 0 k - G +==6.25 +-6.25Tsetup0.50 + 0.75assened7.5nsAsmaleStck=b) Thold=(1k a-&gt;(1.25]+0.50 1.25=+1.75=nSlargestoff,toto getpathlegal Twold,YoR-out)Inputs:working[H",2023-05-13 00:09:36,8,24b9e902f6b5b3c013d187700d4bc2f3d5caa2aa,False,False,https://www.coursehero.com/file/202946352/hw5pdf/,hw5.pdf,2,,,100000817553786,CountSnow12090
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202946119,Name: _University of WashingtonDepartment of Electrical and Computer EngineeringSummer 2022 - EE 271 Digital Circuits and SystemsFinalICTE 10Submit 4 problems to receive full creditsFinal Information: Total 100 points 5 points extra credit La,2023-05-13 00:12:36,8,0e269ac22c4772055306a7377bbe0cb5172034e7,False,False,https://www.coursehero.com/file/202946119/FinalPracticepdf/,FinalPractice.pdf,1,,,100000817553786,CountSnow12090
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202945973,He coup3atc(=B) ip)p)(n +++AFC 15+c=7+Bz) p)(=+B)(n +B) 2p)+-iii.goy=[Dz+=zfxy=X.OfABD=OoABC BCD+ ABD. + ABC++GF(B c)=++(n+B)ABC+G30:8HABCD CD (I B)=++Ac EB ABEB(c 5)+++=+HB(0)+~+,2023-05-13 00:09:22,6,3365a24ae59ad7a5e2a5468b6939262b002879db,False,False,https://www.coursehero.com/file/202945973/Hw2pdf/,Hw2.pdf,1,,,100000817553786,CountSnow12090
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202945874,"E.e!0CIKaDIDI-Q2MCoCIKE.eaD-QlIIMDCoCIKE.eI'c03MDE.e'-II'aDCoaDIDMCIK-QoAlloadShiftShiftloadShiftShiftloadswiftshiftXXxXDoD,D2D3ShiftSwiftD2DiShift* GoD,Di?""DoesDoD, D2xxDoD,x",2023-05-13 00:09:27,3,0debc21f84d8747b135a5154f08ca997b2428f8a,False,False,https://www.coursehero.com/file/202945874/hw7pdf/,hw7.pdf,2,,,100000817553786,CountSnow12090
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202945873,"nonaryi.(1100101001,to decimaldo1129282x1 28x1=+xx0 x0++=1809),ii.2x1+0+2x1+o(1001011011001011)to nex10odi=(asci)9ii.612 -C11 -&gt;isB(682), tobinary1 1 1 1 1 1 1 1 1 12302302824222'so=10101010102x0x0+2x1+682fee1823",2023-05-13 00:09:24,6,3cfd947baea2bafdbd93978689058b38f82764d5,False,False,https://www.coursehero.com/file/202945873/hw6pdf/,hw6.pdf,1,,,100000817553786,CountSnow12090
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202945860,"GroupsH-&gt;030!-&gt;(1:0)y (1:0]-.i . cre:ca.eri.o.x8-2+2Y:x, xn+ +x,y,yz +E,yxh+.:lx 2*moduleis Lesser orEqual (Out, A, B);(1:0] A,B;output logic. Out;logic C;InputlogicYIA)e,Lesser(.f(c).-compute IfBLAendmodule",2023-05-13 00:09:21,2,1f29c4b9fcf71e66d508938a2815d571f89b4a47,False,False,https://www.coursehero.com/file/202945860/Hw3pdf/,Hw3.pdf,1,,,100000817553786,CountSnow12090
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202945825,"Atroup3I71State table:P5,430O:0NSoOut%OO0OI0!.INNS,oII*O*I1X.PSINS,O00XO=90 n)x=#outX-NS, pS. IN+Nso--PSONS01N=pSOUT PS,+=2 bitsPs.&gt;PSINS,IN-ps,XIN&gt;PS,Ns.9801C1ksoo",2023-05-13 00:09:22,7,e62a4e1d3060f5840f2008d5c0fbafec9e2a3445,False,False,https://www.coursehero.com/file/202945825/Hw-4pdf/,Hw 4.pdf,2,,,100000817553786,CountSnow12090
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202945758,"3GROUP- Introduction to Digital Circuits and SystemsHWECE 271HW #11.For the following truth tables, provide the corresponding Boolean equation. Do not simplify the equations.AB COutput1AB C01c00000011c000010000110100",2023-05-13 00:09:20,8,bb41dd98bfb9408b48f87dd9d43e19436ff69b18,False,False,https://www.coursehero.com/file/202945758/Hw1pdf/,Hw1.pdf,0,,,100000817553786,CountSnow12090
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202906492,"Date: November 04, 202212345678910111213141516171819202122232425262728293031323334353637383940414243444546474849505152535455565758596061626364656667686970717273747576DE1_SoC.sv/",2023-05-12 14:56:31,2,1cbcc78b63a328fc398513bc3a52875d550d8979,False,False,https://www.coursehero.com/file/202906492/Task1-DE1-SoC-1101pdf/,Task1_DE1_SoC_1101.pdf,0,,,100000812823252,AmbassadorPigeonPerson117
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202906453,"Date: November 04, 202212345678910111213141516171819202122232425262728293031323334353637383940414243444546474849505152535455565758596061626364656667686970717273747576DE1_SoC.sv/",2023-05-12 14:56:31,2,8534778f235f74737476353315f68660f31c205c,False,False,https://www.coursehero.com/file/202906453/Task1-DE1-SoC-101pdf/,Task1_DE1_SoC_101.pdf,0,,,100000812823252,AmbassadorPigeonPerson117
4375766,28307741,Control system analysis,447,EE,4251,406580,linda,0,linda,406580,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/4375766-EE447/,2505,University of Washington,3,Spring,0,2023,28307741,202905972,,2023-05-12 14:44:16,7,2fb50898fe2ac1409c825e35617c8251706e3470,False,False,https://www.coursehero.com/file/202905972/EE-447-ICTE2pdf/,EE 447 ICTE2.pdf,3,,,100000812823252,AmbassadorPigeonPerson117
4375766,28307741,Control system analysis,447,EE,4251,406580,linda,0,linda,406580,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/4375766-EE447/,2505,University of Washington,3,Spring,0,2023,28307741,202905940,"EE447 HW 2University of Washington2.1(note that all springs on right side of m have the same constant, K).Find and normalize X(s)F (s)2.2Assume all wheels have zero rolling friction.2.2.1Write the Equation of Motion (EOM)2.2.2Find and normalize",2023-05-12 14:44:12,2,647f96feb31fc6f44cbf3ef1e426cc0f4abc82b7,False,False,https://www.coursehero.com/file/202905940/hw3-2pdf/,hw3 (2).pdf,2,,,100000812823252,AmbassadorPigeonPerson117
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202905939,"Date: October 21, 202212345678910111213141516171819202122232425262728293031323334353637383940414243444546474849505152535455565758////DE1_SoC_seg.svProject: upcBruno Diaz Torres &amp; Husse Muya",2023-05-12 14:44:11,1,8aa5dcb5284295edc1b7a78913847f33e61778dc,False,False,https://www.coursehero.com/file/202905939/DE1-SoC-seg-codepdf/,DE1_SoC_seg_code.pdf,1,,,100000812823252,AmbassadorPigeonPerson117
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202905857,"EE 271: Lab 4 ReportBruno Diaz Torres (1937500)Husse Kaleta Muya (2177136)Communicating Sequential LogicEE 271Electrical EngineeringUniversity of WashingtonNov 18th, 2022BackgroundFinite state machines are machines that can be in a specific state",2023-05-12 14:45:12,25,38dfb503abde8fc29b0e5c3b6987d9bcb60d4323,False,False,https://www.coursehero.com/file/202905857/EE-271-Lab-4-Reportdocx/,EE 271_ Lab 4 Report.docx,4,,,100000812823252,AmbassadorPigeonPerson117
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202905832,"Date: October 21, 2022123456789101112131415161718192021222324252627282930313233343536373839404142434445464748495051525354555657585960616263646566seg7.sv////Bruno Diaz Torres &amp; Husse M",2023-05-12 14:44:12,1,170b4806740600068e25fcaabd4eac62d86e3490,False,False,https://www.coursehero.com/file/202905832/seg7-codepdf/,seg7_code.pdf,0,,,100000812823252,AmbassadorPigeonPerson117
903471,30315166,EE,271,EE,4251,97461,,0,,97461,2505,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/903471-EE271/,2505,University of Washington,3,Spring,0,2023,30315166,202905788,"Date: October 21, 20221234567891011121314151617181920212223242526272829303132333435363738394041424344454647484950515253545556upc.sv////Bruno Diaz Torres &amp; Husse Muya10/21/2022EE 271Lab 2: Di",2023-05-12 14:44:11,1,500d67528fe0aa53ccdfb6404672bff46c678306,False,False,https://www.coursehero.com/file/202905788/UPC-codepdf/,UPC_code.pdf,1,,,100000812823252,AmbassadorPigeonPerson117
20565575,30723949,213,213,EE,4251,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/20565575-EE213/,2505,University of Washington,3,Spring,0,2023,30723949,202332988,"jump small dings between the legs so this doesn't cut much, and you'll always get abit of traction when walking, it will still be an advantage but in a very basicsense a rider will still look pretty good without it. I haven't actually tested iton horse",2023-05-07 16:45:22,5,4012729fb1f986ad44a988d8f18d5315166feb2c,True,False,https://www.coursehero.com/file/202332988/EE213-Chapter-Summary-1docx/,EE213-Chapter-Summary-1.docx,0,,,100000865297952,ChefFishMaster1253
20565575,30723949,213,213,EE,4251,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/20565575-EE213/,2505,University of Washington,3,Spring,0,2023,30723949,202332984,"soldier allow a bit more flexibility with how you shape it.When you're using a traditional cutaway, you may want to have some options on howit comes out. It's very simple to make that cutaway, but you'll need to look atother cutaways when choosing what",2023-05-07 16:45:23,4,6d1fea4aa8e0dc97ff9f79503433967400b13e75,True,False,https://www.coursehero.com/file/202332984/EE213-Lecture-Notes-10docx/,EE213_Lecture_Notes_10.docx,0,,,100000865297952,ChefFishMaster1253
20565575,30723949,213,213,EE,4251,0,NoProfessor,0,NoProfessor,0,0,,https://www.coursehero.com/sitemap/schools/2505-University-of-Washington/courses/20565575-EE213/,2505,University of Washington,3,Spring,0,2023,30723949,202332693,"proper wing or a better wing is required. In most instances you'll want a wing tobe mounted in front of the rear of your car. We'll use this wing to provide a bitof ""pink"" colour along side the light's centre line to allow you to see what isbehind each",2023-05-07 16:45:23,4,f3d3038294ff3440ff0b1cb20bf4d00e24559bc7,False,False,https://www.coursehero.com/file/202332693/EE213-Assignment-3docx/,EE213_Assignment_3.docx,0,,,100000865297952,ChefFishMaster1253
