course.canonical_course_id,course.course_id,course.course_name,course.course_num,course.dept_acro,course.dept_id,course.prof_id,course.prof_name,course.professor.dept_id,course.professor.name,course.professor.prof_id,course.professor.school_id,course.resource_url,course.school_id,course.school_name,course.term,course.term_string,course.verified,course.year,course_id,db_filename,description,doc_date,document_pages.page_count,filehash,has_answers,resource_url,title,total_views,type,type_ml,type_string,user_id,username,diff_date,avg_views,base_date,excerpt_notes
367345,1976353,Introduction to Data,323,COS,267,471303,Dave,0,Dave,471303,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2014,1976353,9273032,"Regularized Linear RegressionDavid M. BleiPrinceton University1Review: Important ideas from linear regressionIn linear regression, we model covariates x and a response y. The response isscalar; the covariates are p-dimensional. The probabilistic mod",2014/4/26 2:58,10,346a6da8fc1eba29d84996cd678fd6772c1ac21c,TRUE,https://www.coursehero.com/file/9273032/linear-regression/,linear regression,49,notes,Notes,Notes,1.00001E+14,rahji,3639,0.013465238,4/12/24 10:00,Unrelevant
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,97924200,"      SCHOOL OF SCIENCE AND ENGINEERING Department of Computer Science and Engineering Final Examination, Fall 2020 CSE-2210 (1): Assembly Language Programming CSE-206L(1): Assembly Language Programming Course Teacher: Amina Ahmed Jaya   Cre",2021/6/20 22:59,3,ba4e5028b191e2fdbc65e561e639c391fee939e1,FALSE,https://www.coursehero.com/file/97924200/Assignment-FinalAssemblypdf/,Assignment Final(Assembly).pdf,13,,Syllabus,,1.00001E+14,EarlCoyotePerson284,1027,0.012658228,4/12/24 10:00,
367345,1976351,Computing for Physical &amp; Social Sciences,323,COS,267,145000,KENNETHSTEIGLITZ,0,KENNETHSTEIGLITZ,145000,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,1,Fall,1,2014,1976351,57194662,"Name:Princeton UniversityORF 363/COS 323Final Exam, Fall 2015January 13, 2016Instructor:A.A. AhmadiAIs:G. Hall, H. Hao, J. Ye, Z. Zhu1. Please write out and sign the following pledge on top of the first page of your exam:""I pledge my honor that ",2020/3/13 18:52,6,4cac87c503cf552f1a60c1131cb2816c18fa8f8d,TRUE,https://www.coursehero.com/file/57194662/ORF363-COS323-F15-Finalpdf/,ORF363_COS323_F15_Final.pdf,18,,Test,,1.00001E+14,ChefRamPerson2988,1491,0.012072435,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,16372866,"VisualizationCOS 323Many slides based on CHI 2003 tutorial by Marti Hearstand on Jeff Heers CS 160 slides (2004)What is Information Visualization?Transformation of the symbolic into the geometric(McCormick et al., 1987). finding the artificial memo",2016/9/27 21:55,120,e3feb05b19c32889a02bd4a1a755b49e42f77a84,TRUE,https://www.coursehero.com/file/16372866/cos323-f12-lecture22-vis/,cos323_f12_lecture22_vis,30,notes,Slides,Notes,1.00001E+14,loochao,2754,0.010893246,4/12/24 10:00,2nd rnd (3 cat
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,36596895,import java.util.*;public class FibArray cfw_public static void main (String[] args) cfw_Scanner in = new Scanner(System.in);int n = in.nextInt();long [] fibArray = new long [n];fibArray[0] = 1;fibArray[1] = 1;for(int i = 2;i &lt; n;i+) cfw_fibArray,2018/12/20 13:44,1,83a6c7e8e862bec33bcbf68bb1c36cbf2fa81781,FALSE,https://www.coursehero.com/file/36596895/FibArrayjava/,FibArray.java,20,homework,Code,Homework Help,1.00001E+14,frickyoum8,1940,0.010309278,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,16863677,"Poisson Image EditingPatrick PerezMichel GangnetAndrew BlakeMicrosoft Research UKAbstractable effect. Conversely, the second-order variations extracted bythe Laplacian operator are the most significant perceptually.Secondly, a scalar function on a",2016/9/27 21:55,6,c9f91aaad8af500e6df1b7ccc9da8c7d5785971a,FALSE,https://www.coursehero.com/file/16863677/poisson-image-editing/,poisson-image-editing,26,notes,Notes,Notes,1.00001E+14,loochao,2754,0.009440813,4/12/24 10:00,
367345,1976351,Computing for Physical &amp; Social Sciences,323,COS,267,145000,KENNETHSTEIGLITZ,0,KENNETHSTEIGLITZ,145000,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,1,Fall,1,2014,1976351,57195000,"Name:Princeton UniversityORF 363/COS 323Final Exam, Fall 2016January 18, 2017Instructor:A.A. AhmadiAIs:B. El Khadir, G. Hall, Z. Li,K. Wang, J. Ye, J. Zhang1. Please write out and sign the following pledge on top of the first page of your exam:",2020/3/13 18:52,8,81bf8f8fc1d9a03e8b7719887871dc826acf4beb,TRUE,https://www.coursehero.com/file/57195000/ORF363-COS323-F16-Finalpdf/,ORF363_COS323_F16_Final.pdf,14,,Test,,1.00001E+14,ChefRamPerson2988,1491,0.009389671,4/12/24 10:00,
367345,1976351,Computing for Physical &amp; Social Sciences,323,COS,267,145000,KENNETHSTEIGLITZ,0,KENNETHSTEIGLITZ,145000,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,1,Fall,1,2014,1976351,57194726,"Name:Princeton UniversityORF 363/COS 323Midterm Exam, Fall 2018October 25, 2018, from 1:30 pm to 2:50 pmInstructor:A.A. AhmadiAIs:Duan, Gong, Mirabelli,Pumir, Tang, YuPLEASE DO NOT TURN THIS PAGE. START THE EXAM ONLYWHEN YOU ARE INSTRUCTED ",2020/3/13 18:52,2,9762e08562f99a41d698dee7fc6cf1535047b440,FALSE,https://www.coursehero.com/file/57194726/ORF363-COS323-F18-Midtermpdf/,ORF363_COS323_F18_Midterm.pdf,13,,Test,,1.00001E+14,ChefRamPerson2988,1491,0.008718981,4/12/24 10:00,
367345,1976351,Computing for Physical &amp; Social Sciences,323,COS,267,145000,KENNETHSTEIGLITZ,0,KENNETHSTEIGLITZ,145000,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,1,Fall,1,2014,1976351,57194793,"ORF 363/COS 323Problem set 7Instructor: A.A. AhmadiTAs: Dibek, El Khadir, Luo, Silin, Tang, Yoo, Yu, ZhangDue at 1:30pm in class, on December 12th, 2019Fall 2019, Princeton UniversityFor all problems that use MATLAB, please include your code.Proble",2020/3/13 18:52,3,08a8b184ec267ecc68afcc57cd327174d157d884,TRUE,https://www.coursehero.com/file/57194793/ORF363-COS323-F19-HW7pdf/,ORF363_COS323_F19_HW7.pdf,12,,Assignment,,1.00001E+14,ChefRamPerson2988,1491,0.00804829,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,48161548,/** File:demo_table_jui.css* CVS:$Id$* Description: CSS descriptions for DataTables demo pages* Author:Allan Jardine* Created:Tue May 12 06:47:22 BST 2009* Modified:$Date$ by $Author$* Language:CSS* Project:DataTables** Copyright 2009 All,2019/10/10 20:19,9,223e1510edfffd88fe57a41baa77ffc4e18f5073,FALSE,https://www.coursehero.com/file/48161548/demo-table-juicss/,demo_table_jui.css,13,notes,Other,Notes,1.00001E+14,MinisterHeat3864,1646,0.007897934,4/12/24 10:00,
367345,1976351,Computing for Physical &amp; Social Sciences,323,COS,267,145000,KENNETHSTEIGLITZ,0,KENNETHSTEIGLITZ,145000,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,1,Fall,1,2014,1976351,57194989,"Name:Princeton UniversityORF 363/COS 323Final Exam, Fall 2017January 17, 2018Instructor:A.A. AhmadiAIs:B. El Khadir, C. Dibek, G.Hall, J. Zhang, J. Ye, S. Uysal1. Please write out and sign the following pledge on top of the first page of your ex",2020/3/13 18:52,7,dac9e5d30979ed71cb20326f840fc73abd49a667,TRUE,https://www.coursehero.com/file/57194989/ORF363-COS323-F17-Finalpdf/,ORF363_COS323_F17_Final.pdf,10,,Test,,1.00001E+14,ChefRamPerson2988,1491,0.006706908,4/12/24 10:00,
367345,1976353,Introduction to Data,323,COS,267,471303,Dave,0,Dave,471303,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2014,1976353,9273029,"Mixture Models and Expectation MaximizationDAVID M. BLEIMarch 6, 2014UNSUPERVISED LEARNING(Show pictures of unsupervised learning in practice)Unsupervised learning is about taking data and nding structure in it.It is about nding patterns without kno",2014/4/26 2:58,10,7e11d0dfc7cea6b20918512708ae4abfcee00f1a,TRUE,https://www.coursehero.com/file/9273029/mixtures/,mixtures,24,notes,Notes,Notes,1.00001E+14,rahji,3639,0.006595218,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,16372767,"Part 2: Kalman FilteringCOS 323On-Line Estimation Have looked at off-line model estimation:all data is available For many applications, want best estimateimmediately when each new datapoint arrives Take advantage of noise reduction Predict (extrap",2016/9/27 21:55,32,0f2f394d943abc58035e0dc82d25db5004599777,FALSE,https://www.coursehero.com/file/16372767/cos323-f12-lecture10a-kalman/,cos323_f12_lecture10a_kalman,17,notes,Slides,Notes,1.00001E+14,loochao,2754,0.00617284,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,57610162,"import java.io.*;import java.util.*;import java.util.regex.Pattern;public class Main {public static void main(String args) throws IOException {String pathOfFile = ""cfg.txt"";System.out.println(""This program takes input from a filenamed \""cfg.txt\""",2020/3/20 3:03,5,56184032c1a57c9e82a3dfede1c08e7076db2336,FALSE,https://www.coursehero.com/file/57610162/Mainjava/,Main.java,9,,Code,,1.00001E+14,ali4426623,1484,0.00606469,4/12/24 10:00,
367345,1976351,Computing for Physical &amp; Social Sciences,323,COS,267,145000,KENNETHSTEIGLITZ,0,KENNETHSTEIGLITZ,145000,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,1,Fall,1,2014,1976351,57194731,"Name:Princeton UniversityORF 363/COS 323Midterm Exam, Fall 2019October 22, 2019, from 1:30 pm to 2:50 pmInstructor:A.A. AhmadiAIs:Luo, Silin, Tang, Yoo, YuPLEASE DO NOT TURN THIS PAGE. START THE EXAM ONLYWHEN YOU ARE INSTRUCTED TO DO SO.1. ",2020/3/13 18:52,2,fd6ac388519d92a2c9e60f948e2c722e0a79ce99,FALSE,https://www.coursehero.com/file/57194731/ORF363-COS323-F19-Midtermpdf/,ORF363_COS323_F19_Midterm.pdf,9,,Test,,1.00001E+14,ChefRamPerson2988,1491,0.006036217,4/12/24 10:00,
367345,28890766,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2023,28890766,194255445,"class Person:def _init_(human, first_name, last_name, age):human.first_name = str(first_name)human.last_name = str(last_name)human.age = int(age)def isMinor(human):if human.age &lt; 18:return Trueelse:return Falsepeople_list =[Person('Robert', 'Jo",2023/3/7 11:53,1,e3b6b3803d4cfacb3a3aeb665f56145dd277c94c,FALSE,https://www.coursehero.com/file/194255445/personpy/,person.py,2,,Code,,1.00001E+14,JudgeWhale1633,402,0.004975124,4/12/24 10:00,
367345,1976351,Computing for Physical &amp; Social Sciences,323,COS,267,145000,KENNETHSTEIGLITZ,0,KENNETHSTEIGLITZ,145000,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,1,Fall,1,2014,1976351,57194694,"Name:Princeton UniversityORF 363/COS 323Midterm Exam, Fall 2017October 24, 2017, from 1:30 pm to 2:50 pmInstructor:A.A. AhmadiAIs:B. El Khadir, C. Dibek, G. Hall,J. Zhang, J. Ye, S. UysalPLEASE DO NOT TURN THIS PAGE. START THE EXAM ONLYWHEN",2020/3/13 18:52,2,9225edda3e95c652705f32273df2988e7888f0f8,FALSE,https://www.coursehero.com/file/57194694/ORF363-COS323-F17-Midtermpdf/,ORF363_COS323_F17_Midterm.pdf,7,,Test,,1.00001E+14,ChefRamPerson2988,1491,0.004694836,4/12/24 10:00,
367345,1976353,Introduction to Data,323,COS,267,471303,Dave,0,Dave,471303,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2014,1976353,9273031,"Logistic Regression, Exponential Families, Generalized Linear ModelsDavid M. BleiPrinceton University1BasicsWe have seen that linear regression corresponds to this graphical model. [Drawthe graphical model, training and testing]We can use the same ",2014/4/26 2:57,10,ae96e148484283127f8debaf891a60ef8508b200,TRUE,https://www.coursehero.com/file/9273031/logistic-regression/,logistic regression,17,notes,Notes,Notes,1.00001E+14,rahji,3639,0.004671613,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,36596878,"public class ExamExample cfw_public static void main (String[] args) cfw_String foo = ""Hello World"";System.out.println(foo.substring(1,7)+""|"");System.out.println(foo.charAt(8);if(foo.substring(0,5).equals(""Hello"") cfw_System.out.println(""Woohoo!"");",2018/12/20 13:44,1,453c320ac552b7f52ad5ddfd4cbf337817d3f51c,FALSE,https://www.coursehero.com/file/36596878/ExamExamplejava/,ExamExample.java,9,homework,Code,Homework Help,1.00001E+14,frickyoum8,1940,0.004639175,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,97923932,"      SCHOOL OF SCIENCE AND ENGINEERING Department of Computer Science and Engineering Mid Examination, Fall 2020 CSE-2210 (1): Assembly Language Programming CSE-206L(1): Assembly Language Programming Course Teacher: Amina Ahmed Jaya   Creat",2021/6/20 22:54,3,96b420f97b25f93cdbfc9a7a8eed1e6767d0d75a,FALSE,https://www.coursehero.com/file/97923932/Assignment-MidAssemblypdf/,Assignment Mid(Assembly).pdf,4,,Syllabus,,1.00001E+14,EarlCoyotePerson284,1027,0.003894839,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,32004065,Homework Assignment 2Posted:Due:2/02/20102/18/2010The assignment is due in class; please follow the instructions on the homework submission form.This is a major assignment; start early and visit during the office hours if you run into difficulties.,2018/7/11 21:36,5,c4ee977d6c85986ac83fc8e0d45036d1111f6034,TRUE,https://www.coursehero.com/file/32004065/hw2pdf/,hw2.pdf,8,homework,Assignment,Homework Help,1.00001E+14,MinisterHeat3864,2102,0.003805899,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,36596879,"public class TestArrays cfw_public static void main (String[] args) cfw_double [] x;x = new double[] cfw_2.0,4.0,7.0,10.0;for(int i=0;i&lt;x.length;i+) cfw_System.out.println(x[i]);System.out.println(""-"");double [] y;y = new double[3];y[0] = 1.0;y",2018/12/20 13:44,1,89845f21880fcc10dc4931e4440a71ae96274e02,FALSE,https://www.coursehero.com/file/36596879/TestArraysjava/,TestArrays.java,7,homework,Code,Homework Help,1.00001E+14,frickyoum8,1940,0.003608247,4/12/24 10:00,
367345,1976351,Computing for Physical &amp; Social Sciences,323,COS,267,145000,KENNETHSTEIGLITZ,0,KENNETHSTEIGLITZ,145000,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,1,Fall,1,2014,1976351,57194917,"Name:Princeton UniversityORF 363/COS 323Final Exam, Fall 2014January 14, 2015Instructor:A.A. AhmadiAIs:Y. Chen, G. Hall, J. Ye1. Please write out and sign the following pledge on top of the first page of your exam:""I pledge my honor that I have ",2020/3/13 18:52,6,ecd9ec3334e0aabb206781fa52355f4aa05f59b2,TRUE,https://www.coursehero.com/file/57194917/ORF363-COS323-F14-Finalpdf/,ORF363_COS323_F14_Final.pdf,5,,Test,,1.00001E+14,ChefRamPerson2988,1491,0.003353454,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,16372819,"Data Modeling andLeast Squares Fitting 2COS 323Last time Data modeling Motivation of least-squares error Formulation of linear least-squares model:rrry i = a f ( x i ) + b g( x i ) + c h( x i ) +LrGiven ( x i , y i ), solve for a,b,c,K Solvi",2016/9/27 21:55,44,d9ba89e75aecae5c4eb646089da33ab2852f5a36,FALSE,https://www.coursehero.com/file/16372819/cos323-f12-lecture08-lsq2/,cos323_f12_lecture08_lsq2,9,notes,Slides,Notes,1.00001E+14,loochao,2754,0.003267974,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,69170070,"import java.math.BigInteger;import java.security.SecureRandom;/** User: Thibaud Leprtre &lt;thibaud.lepretre@gmail.com&gt;, Nicolas hubert&lt;hubertn@efrei.fr&gt;* Date: 20/11/11* Time: 18:34*/public class DSA {private DSAUser DSAUsers;public DSA(BigIntege",2020/9/29 2:37,2,9826877a00eca1f175781c429cb05e8200bacc28,FALSE,https://www.coursehero.com/file/69170070/DSAjava/,DSA.java,4,,Code,,1.00001E+14,ali4426623,1291,0.003098373,4/12/24 10:00,
367345,5703328,Programming Languages,323,COS,267,144002,,0,,144002,14,https://www.coursehero.com/sitemap/schools/14-Princeton-University/courses/367345-COS323/,14,Princeton University,3,Spring,1,2012,5703328,69169926,importimportimportimportimportimportimportimportimportjavafx.application.Application;javafx.scene.Scene;javafx.scene.layout.GridPane;javafx.scene.layout.HBox;javafx.scene.layout.VBox;javafx.scene.text.Text;javafx.stage.Stage;javafx.scene.c,2020/9/29 2:35,2,67319968eb6238b29fcbbb1e4a1ca0760b0c1c33,FALSE,https://www.coursehero.com/file/69169926/FXTESTjava/,FXTEST.java,4,,Code,,1.00001E+14,ali4426623,1291,0.003098373,4/12/24 10:00,
